StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q1,Q3_1,Q3_2,Q4_1,Q4_2,Q4_3,Q7_1,Q5
2019-07-30 03:21:02,2019-07-30 03:21:52,IP Address,100,50,True,2019-07-30 03:21:53,R_1BRWgUUzXeWHjrF,anonymous,EN-GB,167,76,75,28,27,50,35,"I often think about quitting smoking, but I have no plans to quit."
2019-07-30 08:57:35,2019-07-30 08:58:08,IP Address,100,33,True,2019-07-30 08:58:08,R_77jy5ddYYfSHBM5,anonymous,EN-GB,303,96,74,55,28,93,53,"I sometimes think about quitting smoking, but I have no plans to quit."
2019-07-30 09:31:18,2019-07-30 09:32:34,IP Address,100,75,True,2019-07-30 09:32:34,R_2rYC8FGoFg5OY1S,anonymous,EN-GB,285,33,10,7,1,25,23,"I often think about quitting smoking, but I have no plans to quit."
2019-07-30 09:32:31,2019-07-30 09:33:53,IP Address,100,82,True,2019-07-30 09:33:53,R_QlItnRz4aIDA4cp,anonymous,EN-GB,597,75,30,60,0,20,30,I definitely plan to quit smoking in the next 6 months.
2019-07-30 09:33:31,2019-07-30 09:34:33,IP Address,100,61,True,2019-07-30 09:34:33,R_12bbKLDlNnLqMc6,anonymous,EN-GB,147,100,99,52,53,50,53,"I sometimes think about quitting smoking, but I have no plans to quit."
2019-07-30 10:06:50,2019-07-30 10:07:19,IP Address,100,28,True,2019-07-30 10:07:20,R_2YP9dpVu7khVl7V,anonymous,EN-GB,467,38,47,25,35,24,40,"I often think about quitting smoking, but I have no plans to quit."
2019-07-30 10:26:11,2019-07-30 10:26:41,IP Address,100,30,True,2019-07-30 10:26:41,R_1DNDI6Fd1c5x7XY,anonymous,EN-GB,382,97,95,81,65,89,81,"I often think about quitting smoking, but I have no plans to quit."
2019-07-30 12:10:02,2019-07-30 12:10:10,IP Address,20,8,False,2019-07-30 16:10:33,R_2UYKTWoIbdulrhn,anonymous,EN-GB,469,,,,,,,
2019-07-30 16:41:25,2019-07-30 16:48:12,IP Address,100,406,True,2019-07-30 16:48:12,R_3qL2MbzA9MwNTDs,anonymous,EN-GB,371,100,93,40,20,79,50,"I often think about quitting smoking, but I have no plans to quit."
2019-07-30 18:44:31,2019-07-30 18:44:54,IP Address,100,23,True,2019-07-30 18:44:54,R_2S7AQAqUwcG5Ovi,anonymous,EN-GB,118,27,35,8,5,4,31,"I sometimes think about quitting smoking, but I have no plans to quit."
2019-07-30 20:04:59,2019-07-30 20:05:26,IP Address,100,27,True,2019-07-30 20:05:27,R_3F2jz6KJwMX07CK,anonymous,EN-GB,700,86,88,80,87,80,50,"I rarely think about quitting smoking, and I have no plans to quit."
2019-07-30 21:01:50,2019-07-30 21:02:16,IP Address,100,25,True,2019-07-30 21:02:16,R_1pojQxuASwYBlAn,anonymous,EN-GB,599,4,3,15,21,18,10,I definitely plan to quit smoking in the next 6 months.
2019-07-30 21:01:54,2019-07-30 21:02:30,IP Address,100,36,True,2019-07-30 21:02:31,R_ReScELiJZ7Qf0jv,anonymous,EN-GB,775,100,70,40,35,31,,I definitely plan to quit smoking in the next 6 months.
2019-07-30 21:02:28,2019-07-30 21:03:20,IP Address,100,52,True,2019-07-30 21:03:21,R_1K3YktCESHvVHto,anonymous,EN-GB,583,94,68,61,62,73,68,"I often think about quitting smoking, but I have no plans to quit."
2019-07-30 21:02:43,2019-07-30 21:03:31,IP Address,100,48,True,2019-07-30 21:03:32,R_3qygCz4wYknk6Ka,anonymous,EN-GB,164,85,84,31,32,71,43,"I often think about quitting smoking, but I have no plans to quit."
2019-07-30 21:02:45,2019-07-30 21:03:49,IP Address,100,63,True,2019-07-30 21:03:50,R_2TnPNug3iw4mAgX,anonymous,EN-GB,736,90,52,94,96,99,91,"I rarely think about quitting smoking, and I have no plans to quit."
2019-07-30 21:05:00,2019-07-30 21:05:31,IP Address,100,30,True,2019-07-30 21:05:31,R_ukmWs88RibZzeEx,anonymous,EN-GB,164,80,79,35,26,53,49,"I often think about quitting smoking, but I have no plans to quit."
2019-07-30 21:04:32,2019-07-30 21:05:53,IP Address,100,81,True,2019-07-30 21:05:54,R_3irNwtlwL1cRdac,anonymous,EN-GB,592,72,76,11,9,7,5,"I often think about quitting smoking, but I have no plans to quit."
2019-07-30 21:05:33,2019-07-30 21:06:36,IP Address,100,62,True,2019-07-30 21:06:36,R_2rZNKWp6YqmwstF,anonymous,EN-GB,683,60,6,24,8,24,23,"I often think about quitting smoking, but I have no plans to quit."
2019-07-30 21:06:01,2019-07-30 21:06:38,IP Address,100,37,True,2019-07-30 21:06:39,R_2CyyquHeN3yszOw,anonymous,EN-GB,209,71,63,67,46,83,64,"I sometimes think about quitting smoking, but I have no plans to quit."
2019-07-30 21:12:02,2019-07-30 21:12:45,IP Address,100,42,True,2019-07-30 21:12:45,R_00xNqnw6VIifTS9,anonymous,EN-GB,590,82,80,37,16,17,10,"I often think about quitting smoking, but I have no plans to quit."
2019-07-30 21:13:14,2019-07-30 21:13:52,IP Address,100,37,True,2019-07-30 21:13:52,R_3L0eZOvvEf090v6,anonymous,EN-GB,286,80,61,55,68,57,71,I definitely plan to quit smoking in the next 6 months.
2019-07-30 21:20:38,2019-07-30 21:21:01,IP Address,100,22,True,2019-07-30 21:21:01,R_2QPZOpIhBHih9j1,anonymous,EN-GB,721,75,73,75,79,87,69,"I often think about quitting smoking, but I have no plans to quit."
2019-07-30 21:37:01,2019-07-30 21:37:34,IP Address,100,33,True,2019-07-30 21:37:34,R_1oFRKVjP4i13Ueh,anonymous,EN-GB,761,5,7,69,99,43,24,"I sometimes think about quitting smoking, but I have no plans to quit."
2019-07-30 21:36:51,2019-07-30 21:37:42,IP Address,100,51,True,2019-07-30 21:37:43,R_3ezaNVngMcqtXkC,anonymous,EN-GB,379,63,59,28,26,28,28,"I rarely think about quitting smoking, and I have no plans to quit."
2019-07-30 21:48:01,2019-07-30 21:48:46,IP Address,100,45,True,2019-07-30 21:48:46,R_3HFC1DtkfN6wyal,anonymous,EN-GB,627,53,67,23,12,81,25,I definitely plan to quit smoking in the next 30 days.
2019-07-30 22:09:31,2019-07-30 22:10:10,IP Address,100,39,True,2019-07-30 22:10:10,R_5vvyaN7J1wt70Jz,anonymous,EN-GB,303,92,72,54,53,83,31,"I often think about quitting smoking, but I have no plans to quit."
2019-07-30 22:17:56,2019-07-30 22:18:21,IP Address,100,25,True,2019-07-30 22:18:21,R_3lEnXjWcRUFNUiX,anonymous,EN-GB,270,100,100,0,21,4,0,"I often think about quitting smoking, but I have no plans to quit."
2019-07-30 22:29:35,2019-07-30 22:30:08,IP Address,100,33,True,2019-07-30 22:30:09,R_1CkmpcK7gjlAFLT,anonymous,EN-GB,272,82,85,7,9,9,9,"I often think about quitting smoking, but I have no plans to quit."
2019-07-30 22:31:16,2019-07-30 22:32:27,IP Address,100,70,True,2019-07-30 22:32:27,R_2YkRYHJEYi0H2ob,anonymous,EN-GB,690,51,52,50,50,50,50,"I sometimes think about quitting smoking, but I have no plans to quit."
2019-07-30 22:44:27,2019-07-30 22:44:56,IP Address,100,29,True,2019-07-30 22:44:56,R_1FS5oSqxOLGiSVz,anonymous,EN-GB,,51,80,62,42,31,51,"I still smoke, but I have begun to change, like cutting back on the number of cigarettes I smoke. I am ready to set a quit date."
2019-07-30 22:59:19,2019-07-30 23:00:01,IP Address,100,42,True,2019-07-30 23:00:02,R_2uwfpmDwLsOJrmf,anonymous,EN-GB,167,67,65,49,10,22,28,"I often think about quitting smoking, but I have no plans to quit."
2019-07-30 23:05:11,2019-07-30 23:06:37,IP Address,100,85,True,2019-07-30 23:06:37,R_3Gsari6TuXdpk9d,anonymous,EN-GB,417,100,100,60,13,50,50,"I rarely think about quitting smoking, and I have no plans to quit."
2019-07-30 23:10:03,2019-07-30 23:12:27,IP Address,100,143,True,2019-07-30 23:12:27,R_3ffvkCV5d29MxsJ,anonymous,EN-GB,273,69,67,59,,,51,I definitely plan to quit smoking in the next 6 months.
2019-07-30 23:12:53,2019-07-30 23:13:31,IP Address,100,37,True,2019-07-30 23:13:31,R_3mes8Gyu2oLPZtL,anonymous,EN-GB,166,71,71,100,100,100,82,"I never think about quitting smoking, and I have no plans to quit."
2019-07-30 23:16:08,2019-07-30 23:16:48,IP Address,100,39,True,2019-07-30 23:16:48,R_27444BTCpcSxve1,anonymous,EN-GB,463,100,100,5,10,7,7,"I sometimes think about quitting smoking, but I have no plans to quit."
2019-07-30 23:17:18,2019-07-30 23:18:03,IP Address,100,45,True,2019-07-30 23:18:04,R_331DflDPKvS6n5D,anonymous,EN-GB,706,73,78,10,7,23,26,"I often think about quitting smoking, but I have no plans to quit."
2019-07-30 23:57:43,2019-07-30 23:58:18,IP Address,100,35,True,2019-07-30 23:58:19,R_30dUTgOk7jfJKRE,anonymous,EN-GB,731,43,7,7,3,21,1,"I rarely think about quitting smoking, and I have no plans to quit."
2019-07-30 23:57:55,2019-07-30 23:58:29,IP Address,100,34,True,2019-07-30 23:58:29,R_11hlOXOxWw0fSQ9,anonymous,EN-GB,413,50,50,54,50,60,43,
2019-07-31 00:08:48,2019-07-31 00:09:32,IP Address,100,43,True,2019-07-31 00:09:32,R_cHXk6rcYvcvqYFz,anonymous,EN-GB,362,14,20,60,50,77,62,"I never think about quitting smoking, and I have no plans to quit."
2019-07-31 00:22:22,2019-07-31 00:22:53,IP Address,100,31,True,2019-07-31 00:22:54,R_1eyIRFWopxinjbf,anonymous,EN-GB,250,33,76,100,100,100,30,"I rarely think about quitting smoking, and I have no plans to quit."
2019-07-30 21:03:43,2019-07-30 21:03:50,IP Address,20,7,False,2019-07-31 01:04:44,R_6xqxT75Jo2ymq1b,anonymous,EN-GB,164,,,,,,,
2019-07-30 21:06:51,2019-07-30 21:06:59,IP Address,20,8,False,2019-07-31 01:07:50,R_1giGqutGMc1CVcn,anonymous,EN-GB,209,,,,,,,
2019-07-31 01:47:53,2019-07-31 01:48:49,IP Address,100,56,True,2019-07-31 01:48:49,R_DNuMfuPKb6y2fS1,anonymous,EN-GB,280,81,72,19,17,71,69,"I often think about quitting smoking, but I have no plans to quit."
2019-07-30 22:30:33,2019-07-30 22:30:37,IP Address,20,3,False,2019-07-31 02:30:46,R_Y0kfZO6WVTSrhlv,anonymous,EN-GB,272,,,,,,,
2019-07-31 04:25:21,2019-07-31 04:25:47,IP Address,100,26,True,2019-07-31 04:25:47,R_1I4Lf4iBODhOiHa,anonymous,EN-GB,581,84,85,15,16,13,15,"I sometimes think about quitting smoking, but I have no plans to quit."
2019-07-31 08:04:49,2019-07-31 08:05:40,IP Address,100,50,True,2019-07-31 08:05:40,R_1qUM0USoUNEALiB,anonymous,EN-GB,614,57,57,51,51,54,54,"I sometimes think about quitting smoking, but I have no plans to quit."
2019-07-31 09:01:58,2019-07-31 09:02:37,IP Address,100,39,True,2019-07-31 09:02:37,R_2uwoIjQWJpOd4D7,anonymous,EN-GB,309,63,67,61,31,71,54,I definitely plan to quit smoking in the next 6 months.
2019-07-31 09:31:51,2019-07-31 09:32:19,IP Address,100,27,True,2019-07-31 09:32:19,R_2fDlX8nBcCQP7qF,anonymous,EN-GB,249,97,98,100,100,100,94,I definitely plan to quit smoking in the next 6 months.
2019-07-30 22:47:53,2019-07-31 10:11:28,IP Address,100,41015,True,2019-07-31 10:11:29,R_30eEvuAeTl4IWMT,anonymous,EN-GB,286,81,63,69,71,37,79,I definitely plan to quit smoking in the next 6 months.
2019-07-31 10:32:03,2019-07-31 10:32:37,IP Address,100,34,True,2019-07-31 10:32:38,R_3iyQKklvhtnEvO9,anonymous,EN-GB,380,90,90,85,80,90,90,"I sometimes think about quitting smoking, but I have no plans to quit."
2019-07-31 11:25:18,2019-07-31 11:26:16,IP Address,100,58,True,2019-07-31 11:26:17,R_yHJhyPvjZtQBLH3,anonymous,EN-GB,423,60,74,30,22,54,50,"I often think about quitting smoking, but I have no plans to quit."
2019-07-31 14:28:43,2019-07-31 14:29:13,IP Address,100,29,True,2019-07-31 14:29:13,R_s4Hs5zl8PslXdyV,anonymous,EN-GB,312,100,100,0,22,22,41,"I sometimes think about quitting smoking, but I have no plans to quit."
2019-07-31 14:56:51,2019-07-31 14:57:13,IP Address,100,21,True,2019-07-31 14:57:13,R_3fJAuqrHW4ryDeH,anonymous,EN-GB,524,14,28,21,18,24,23,"I sometimes think about quitting smoking, but I have no plans to quit."
2019-07-31 21:02:59,2019-07-31 21:03:22,IP Address,100,23,True,2019-07-31 21:03:22,R_1IypuelZcvKjTx5,anonymous,EN-GB,693,100,100,100,100,100,100,I definitely plan to quit smoking in the next 6 months.
2019-07-31 21:02:52,2019-07-31 21:03:28,IP Address,100,36,True,2019-07-31 21:03:28,R_Ajt8cHxPpIBsTbH,anonymous,EN-GB,761,14,8,65,69,63,68,"I sometimes think about quitting smoking, but I have no plans to quit."
2019-07-31 21:02:16,2019-07-31 21:03:31,IP Address,100,74,True,2019-07-31 21:03:31,R_1fkjoVCWHNmucLt,anonymous,EN-GB,380,90,85,80,85,85,85,"I sometimes think about quitting smoking, but I have no plans to quit."
2019-07-31 21:03:33,2019-07-31 21:04:27,IP Address,100,54,True,2019-07-31 21:04:28,R_xmb8WMRcqvKCzmN,anonymous,EN-GB,164,93,83,66,50,84,50,"I often think about quitting smoking, but I have no plans to quit."
2019-07-31 21:05:03,2019-07-31 21:05:46,IP Address,100,43,True,2019-07-31 21:05:46,R_RqpQSrbZ1I85BxT,anonymous,EN-GB,687,98,96,63,48,100,53,"I sometimes think about quitting smoking, but I have no plans to quit."
2019-07-31 21:08:16,2019-07-31 21:08:41,IP Address,100,24,True,2019-07-31 21:08:41,R_tGSdeG07aoPlIpr,anonymous,EN-GB,769,66,69,17,27,54,28,I definitely plan to quit smoking in the next 6 months.
2019-07-31 21:18:10,2019-07-31 21:18:47,IP Address,100,36,True,2019-07-31 21:18:47,R_1goqmRXp50VnXJY,anonymous,EN-GB,736,55,25,89,61,90,93,"I never think about quitting smoking, and I have no plans to quit."
2019-07-31 21:22:01,2019-07-31 21:22:43,IP Address,100,41,True,2019-07-31 21:22:43,R_2CUh8lqSc86zVCl,anonymous,EN-GB,590,85,68,23,20,18,7,"I often think about quitting smoking, but I have no plans to quit."
2019-07-31 21:22:48,2019-07-31 21:24:23,IP Address,100,95,True,2019-07-31 21:24:24,R_3pAoJtX6ARDoaOd,anonymous,EN-GB,209,60,70,70,60,80,65,"I often think about quitting smoking, but I have no plans to quit."
2019-07-31 21:34:27,2019-07-31 21:35:35,IP Address,100,67,True,2019-07-31 21:35:35,R_3DvXcXsOw1FE1ny,anonymous,EN-GB,563,100,53,51,16,71,66,"I rarely think about quitting smoking, and I have no plans to quit."
2019-07-31 21:47:29,2019-07-31 21:48:13,IP Address,100,44,True,2019-07-31 21:48:14,R_25QoSrFxCmQ4bfd,anonymous,EN-GB,204,39,35,100,100,100,100,"I never think about quitting smoking, and I have no plans to quit."
2019-07-31 21:50:40,2019-07-31 21:51:29,IP Address,100,49,True,2019-07-31 21:51:30,R_3HYzc9uVO30RhBG,anonymous,EN-GB,592,100,100,25,8,26,10,"I often think about quitting smoking, but I have no plans to quit."
2019-07-31 22:05:20,2019-07-31 22:05:57,IP Address,100,36,True,2019-07-31 22:05:58,R_2Yy9S5wM3RsuTgI,anonymous,EN-GB,157,54,70,55,22,50,46,I definitely plan to quit smoking in the next 6 months.
2019-07-31 22:05:35,2019-07-31 22:06:32,IP Address,100,56,True,2019-07-31 22:06:32,R_6rEzG7ihEYr9n2x,anonymous,EN-GB,270,100,100,10,1,4,0,"I often think about quitting smoking, but I have no plans to quit."
2019-07-31 22:09:51,2019-07-31 22:10:59,IP Address,100,67,True,2019-07-31 22:10:59,R_28ZC8Wx0eXxuGFz,anonymous,EN-GB,303,84,80,41,30,79,54,I definitely plan to quit smoking in the next 6 months.
2019-07-31 22:14:26,2019-07-31 22:14:59,IP Address,100,33,True,2019-07-31 22:14:59,R_1nURsJDjG1K3k9K,anonymous,EN-GB,642,49,47,23,22,48,29,I have decided not to quit smoking for my lifetime. I have no interest in quitting.
2019-07-31 22:15:15,2019-07-31 22:15:43,IP Address,100,27,True,2019-07-31 22:15:43,R_umqGZc2nY9em4Eh,anonymous,EN-GB,581,86,88,13,14,14,9,"I often think about quitting smoking, but I have no plans to quit."
2019-07-31 22:24:58,2019-07-31 22:26:10,IP Address,100,72,True,2019-07-31 22:26:11,R_1pG2HlgB8dzZIlI,anonymous,EN-GB,314,75,50,50,10,10,50,"I sometimes think about quitting smoking, but I have no plans to quit."
2019-07-31 22:33:16,2019-07-31 22:33:50,IP Address,100,34,True,2019-07-31 22:33:51,R_3sBSq2YoAyBVVOJ,anonymous,EN-GB,605,55,44,20,32,48,17,"I often think about quitting smoking, but I have no plans to quit."
2019-07-31 22:43:15,2019-07-31 22:43:43,IP Address,100,27,True,2019-07-31 22:43:43,R_DleN3CqwsqU6Jnb,anonymous,EN-GB,595,87,80,81,14,41,55,I definitely plan to quit smoking in the next 6 months.
2019-07-31 22:59:23,2019-07-31 23:00:21,IP Address,100,58,True,2019-07-31 23:00:22,R_2UbdJQLWD3dRxHn,anonymous,EN-GB,166,58,66,99,100,100,100,"I never think about quitting smoking, and I have no plans to quit."
2019-07-31 23:03:25,2019-07-31 23:04:06,IP Address,100,41,True,2019-07-31 23:04:06,R_2YVap1Nb21udmYj,anonymous,EN-GB,614,26,26,64,36,54,69,"I sometimes think about quitting smoking, but I have no plans to quit."
2019-07-31 23:06:29,2019-07-31 23:07:02,IP Address,100,32,True,2019-07-31 23:07:02,R_22xHUM1ek2pC2HJ,anonymous,EN-GB,731,35,30,5,5,30,3,"I never think about quitting smoking, and I have no plans to quit."
2019-07-31 23:14:18,2019-07-31 23:15:00,IP Address,100,42,True,2019-07-31 23:15:00,R_C9zM8tsvmtFlcsx,anonymous,EN-GB,419,72,72,68,70,78,64,"I sometimes think about quitting smoking, but I have no plans to quit."
2019-07-31 23:31:42,2019-07-31 23:32:03,IP Address,100,21,True,2019-07-31 23:32:03,R_2SxEHCaH5S5eKCc,anonymous,EN-GB,721,40,66,82,64,45,70,"I often think about quitting smoking, but I have no plans to quit."
2019-07-31 23:33:29,2019-07-31 23:34:16,IP Address,100,46,True,2019-07-31 23:34:16,R_28B8wMadpxWnIAW,anonymous,EN-GB,775,83,89,35,34,33,33,I definitely plan to quit smoking in the next 6 months.
2019-07-31 23:54:12,2019-07-31 23:55:01,IP Address,100,48,True,2019-07-31 23:55:01,R_2uVRDIGGdHKQkXd,anonymous,EN-GB,362,22,22,58,64,69,59,"I rarely think about quitting smoking, and I have no plans to quit."
2019-08-01 00:10:11,2019-08-01 00:10:54,IP Address,100,43,True,2019-08-01 00:10:55,R_3MohJUqZvHeiPCr,anonymous,EN-GB,135,66,4,85,64,93,60,"I often think about quitting smoking, but I have no plans to quit."
2019-08-01 00:10:12,2019-08-01 00:11:18,IP Address,100,66,True,2019-08-01 00:11:19,R_w4O2qrjZQ9NGFrj,anonymous,EN-GB,627,71,59,43,23,80,43,I definitely plan to quit smoking in the next 30 days.
2019-08-01 00:22:26,2019-08-01 00:22:59,IP Address,100,33,True,2019-08-01 00:22:59,R_2fj8sDbywMDYTco,anonymous,EN-GB,250,58,26,100,100,100,27,"I rarely think about quitting smoking, and I have no plans to quit."
2019-08-01 00:25:14,2019-08-01 00:25:59,IP Address,100,45,True,2019-08-01 00:25:59,R_2qgcXiXUZplpEEy,anonymous,EN-GB,413,50,50,57,54,54,50,"I often think about quitting smoking, but I have no plans to quit."
2019-07-31 21:21:53,2019-07-31 21:22:01,IP Address,20,7,False,2019-08-01 01:22:14,R_OyfnGSenkpED3Ql,anonymous,EN-GB,590,,,,,,,
2019-08-01 02:01:22,2019-08-01 02:01:44,IP Address,100,22,True,2019-08-01 02:01:45,R_1CdaBk9GAX0bMo0,anonymous,EN-GB,233,100,100,0,0,0,0,"I sometimes think about quitting smoking, but I have no plans to quit."
2019-08-01 02:04:01,2019-08-01 02:04:22,IP Address,100,20,True,2019-08-01 02:04:22,R_cAwL32xmmwA1RfP,anonymous,EN-GB,233,100,100,0,0,0,0,"I sometimes think about quitting smoking, but I have no plans to quit."
2019-08-01 03:48:26,2019-08-01 03:49:02,IP Address,100,35,True,2019-08-01 03:49:02,R_3RwqTyu9tqbDf5I,anonymous,EN-GB,463,91,100,2,9,4,6,"I sometimes think about quitting smoking, but I have no plans to quit."
2019-08-01 07:44:56,2019-08-01 07:45:20,IP Address,100,24,True,2019-08-01 07:45:20,R_2VgA1edDF84xnXW,anonymous,EN-GB,249,97,98,96,100,90,92,I definitely plan to quit smoking in the next 30 days.
2019-08-01 03:48:18,2019-08-01 03:48:22,IP Address,20,4,False,2019-08-01 07:49:05,R_xbICC54CMtTHhrr,anonymous,EN-GB,,,,,,,,
2019-08-01 09:32:18,2019-08-01 09:32:48,IP Address,100,29,True,2019-08-01 09:32:49,R_20ShI17IhEM6wII,anonymous,EN-GB,471,100,98,4,3,3,3,"I sometimes think about quitting smoking, but I have no plans to quit."
2019-08-01 10:44:15,2019-08-01 10:45:56,IP Address,100,100,True,2019-08-01 10:45:56,R_O9lXU01hMG1gSIh,anonymous,EN-GB,273,62,67,72,,,71,I definitely plan to quit smoking in the next 6 months.
2019-08-01 12:06:47,2019-08-01 12:07:09,IP Address,100,21,True,2019-08-01 12:07:10,R_2t5VxoVw5afboNP,anonymous,EN-GB,634,76,54,80,31,56,57,"I still smoke, but I have begun to change, like cutting back on the number of cigarettes I smoke. I am ready to set a quit date."
2019-08-01 12:19:44,2019-08-01 12:20:18,IP Address,100,33,True,2019-08-01 12:20:18,R_3Pi8MoWZJL7PYAB,anonymous,EN-GB,717,57,54,50,36,37,52,"I often think about quitting smoking, but I have no plans to quit."
2019-08-01 13:07:40,2019-08-01 13:08:03,IP Address,100,22,True,2019-08-01 13:08:03,R_3mlz12kyIAGnHwc,anonymous,EN-GB,167,67,64,25,16,29,38,"I often think about quitting smoking, but I have no plans to quit."
2019-08-01 14:32:58,2019-08-01 14:33:49,IP Address,100,51,True,2019-08-01 14:33:50,R_R5gk5WkjOEIQUi5,anonymous,EN-GB,583,71,36,67,77,77,82,"I often think about quitting smoking, but I have no plans to quit."
2019-08-01 14:43:26,2019-08-01 14:44:59,IP Address,100,93,True,2019-08-01 14:44:59,R_AuqT52U20xYgImZ,anonymous,EN-GB,492,60,70,80,50,40,60,"I rarely think about quitting smoking, and I have no plans to quit."
2019-08-01 14:11:03,2019-08-01 14:11:08,IP Address,20,5,False,2019-08-01 18:13:47,R_PRuMLjD2zeFlCVj,anonymous,EN-GB,182,,,,,,,
2019-08-01 21:01:29,2019-08-01 21:01:57,IP Address,100,27,True,2019-08-01 21:01:57,R_AbMkiVXKLbJJiSZ,anonymous,EN-GB,775,78,81,36,33,33,37,I definitely plan to quit smoking in the next 6 months.
2019-08-01 21:01:32,2019-08-01 21:01:58,IP Address,100,25,True,2019-08-01 21:01:58,R_1QMDTMQHBMXVIis,anonymous,EN-GB,583,67,54,70,69,73,65,"I often think about quitting smoking, but I have no plans to quit."
2019-08-01 21:01:22,2019-08-01 21:02:03,IP Address,100,40,True,2019-08-01 21:02:03,R_AhNW7tXsJ3gdy1z,anonymous,EN-GB,421,10,15,9,8,15,13,"I rarely think about quitting smoking, and I have no plans to quit."
